filepath,pdf_base,voluntario,seq,cluster
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,4,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,4,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,5,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,5,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,5,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,6,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,6,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,6,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,7,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,7,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,7,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,8,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,8,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,8,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,9,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,9,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,9,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,10,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,10,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,10,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,11,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,11,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,11,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,12,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,12,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario4_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,4,12,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,1,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,1,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,1,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,2,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,2,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,2,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,3,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,3,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,3,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,4,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,4,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,4,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,5,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,5,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,5,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,6,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,6,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,6,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,7,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,7,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,7,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,8,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,8,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,8,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,9,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,9,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,9,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,10,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,10,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,10,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,11,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,11,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,11,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,12,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,12,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,5,12,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,1,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,1,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,1,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,2,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,2,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,2,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,3,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,3,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,3,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,4,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,4,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,4,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,5,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,5,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,5,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,6,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,6,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,6,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,7,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,7,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,7,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,8,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,8,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,8,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,9,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,9,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,9,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,10,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,10,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,10,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,11,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,11,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,11,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,12,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,12,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,12,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_13.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,13,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_13.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,13,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario6_13.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,6,13,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,1,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,1,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,1,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,2,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,2,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,2,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,3,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,3,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,3,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,4,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,4,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,4,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,5,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,5,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,5,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,6,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,6,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,6,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,7,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,7,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,7,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,8,1
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,8,1
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,8,1
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,9,0
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,9,0
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,9,0
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario7_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,7,10,0
